name,ra,dec,category,detail,instrument
,152.00841666666665,12.217688888888889,Literature,SAGA_Leo_I,
,151.9104583333333,12.219661111111112,Literature,SAGA_Leo_I,
,151.933125,12.223088888888888,Literature,SAGA_Leo_I,
,152.22020833333332,12.228819444444445,Literature,SAGA_Leo_I,
,152.29829166666667,12.2305,Literature,SAGA_Leo_I,
,152.26833333333332,12.235558333333332,Literature,SAGA_Leo_I,
,151.8695833333333,12.24175,Literature,SAGA_Leo_I,
,152.21312499999996,12.243555555555554,Literature,SAGA_Leo_I,
,152.05262499999995,12.2531,Literature,SAGA_Leo_I,
,152.29879166666666,12.253194444444444,Literature,SAGA_Leo_I,
,152.05804166666664,12.2552,Literature,SAGA_Leo_I,
,151.92416666666665,12.255563888888888,Literature,SAGA_Leo_I,
,152.2119583333333,12.2574,Literature,SAGA_Leo_I,
,152.24195833333332,12.259569444444445,Literature,SAGA_Leo_I,
,152.09904166666664,12.262194444444445,Literature,SAGA_Leo_I,
,152.08562499999996,12.263111111111112,Literature,SAGA_Leo_I,
,152.2530833333333,12.2635,Literature,SAGA_Leo_I,
,152.06866666666664,12.264277777777778,Literature,SAGA_Leo_I,
,152.10337499999997,12.265166666666667,Literature,SAGA_Leo_I,
,152.13074999999998,12.265472222222222,Literature,SAGA_Leo_I,
,152.0852083333333,12.26713888888889,Literature,SAGA_Leo_I,
,152.32437499999997,12.2675,Literature,SAGA_Leo_I,
,152.14266666666666,12.269833333333334,Literature,SAGA_Leo_I,
,152.12166666666664,12.270055555555556,Literature,SAGA_Leo_I,
,152.25708333333333,12.27028888888889,Literature,SAGA_Leo_I,
,152.00499999999997,12.27073888888889,Literature,SAGA_Leo_I,
,152.20329166666664,12.27063888888889,Literature,SAGA_Leo_I,
,152.1139583333333,12.271500000000001,Literature,SAGA_Leo_I,
,152.01037499999998,12.272166666666667,Literature,SAGA_Leo_I,
,152.119125,12.272388888888889,Literature,SAGA_Leo_I,
,152.08899999999997,12.273000000000001,Literature,SAGA_Leo_I,
,152.04149999999996,12.273722222222222,Literature,SAGA_Leo_I,
,152.12733333333333,12.274305555555557,Literature,SAGA_Leo_I,
,152.00616666666664,12.27453888888889,Literature,SAGA_Leo_I,
,152.073375,12.275111111111112,Literature,SAGA_Leo_I,
,152.2338333333333,12.275583333333334,Literature,SAGA_Leo_I,
,152.08104166666664,12.27613888888889,Literature,SAGA_Leo_I,
,152.0824583333333,12.276166666666667,Literature,SAGA_Leo_I,
,152.10608333333332,12.276750000000002,Literature,SAGA_Leo_I,
,152.11129166666663,12.27677777777778,Literature,SAGA_Leo_I,
,152.1684583333333,12.277166666666668,Literature,SAGA_Leo_I,
,152.12904166666664,12.277944444444445,Literature,SAGA_Leo_I,
,152.06466666666662,12.27827777777778,Literature,SAGA_Leo_I,
,152.25854166666664,12.278611111111111,Literature,SAGA_Leo_I,
,152.32716666666667,12.278916666666667,Literature,SAGA_Leo_I,
,152.22995833333331,12.280722222222224,Literature,SAGA_Leo_I,
,152.1318333333333,12.281222222222222,Literature,SAGA_Leo_I,
,152.10570833333333,12.281444444444446,Literature,SAGA_Leo_I,
,152.08229166666663,12.281944444444445,Literature,SAGA_Leo_I,
,152.1543333333333,12.282277777777779,Literature,SAGA_Leo_I,
,152.14812499999996,12.283083333333334,Literature,SAGA_Leo_I,
,152.08387499999998,12.28411111111111,Literature,SAGA_Leo_I,
,152.04412499999998,12.285527777777778,Literature,SAGA_Leo_I,
,152.15533333333332,12.28588888888889,Literature,SAGA_Leo_I,
,152.09929166666663,12.286305555555556,Literature,SAGA_Leo_I,
,152.05049999999997,12.286777777777777,Literature,SAGA_Leo_I,
,152.1262083333333,12.287083333333333,Literature,SAGA_Leo_I,
,152.1059583333333,12.287944444444443,Literature,SAGA_Leo_I,
,152.1444583333333,12.287972222222223,Literature,SAGA_Leo_I,
,151.9963333333333,12.288183333333333,Literature,SAGA_Leo_I,
,152.12179166666664,12.28823888888889,Literature,SAGA_Leo_I,
,152.23924999999997,12.288972222222222,Literature,SAGA_Leo_I,
,152.09437499999996,12.289305555555556,Literature,SAGA_Leo_I,
,152.1650833333333,12.288805555555555,Literature,SAGA_Leo_I,
,151.93604166666665,12.289972222222222,Literature,SAGA_Leo_I,
,152.1029583333333,12.290055555555556,Literature,SAGA_Leo_I,
,152.1315833333333,12.290666666666667,Literature,SAGA_Leo_I,
,152.12037499999997,12.290305555555555,Literature,SAGA_Leo_I,
,152.12816666666663,12.291611111111111,Literature,SAGA_Leo_I,
,152.04249999999996,12.292083333333332,Literature,SAGA_Leo_I,
,151.92375,12.292197222222223,Literature,SAGA_Leo_I,
,152.13695833333333,12.293111111111111,Literature,SAGA_Leo_I,
,152.05912499999997,12.29336111111111,Literature,SAGA_Leo_I,
,152.17125,12.293472222222222,Literature,SAGA_Leo_I,
,152.09954166666665,12.293694444444444,Literature,SAGA_Leo_I,
,152.16254166666664,12.293166666666666,Literature,SAGA_Leo_I,
,152.0884583333333,12.294805555555556,Literature,SAGA_Leo_I,
,152.10225,12.295027777777777,Literature,SAGA_Leo_I,
,151.90816666666666,12.295658333333334,Literature,SAGA_Leo_I,
,152.02616666666663,12.295861111111112,Literature,SAGA_Leo_I,
,152.0755833333333,12.296166666666666,Literature,SAGA_Leo_I,
,152.21129166666663,12.296083333333334,Literature,SAGA_Leo_I,
,152.08395833333333,12.296388888888888,Literature,SAGA_Leo_I,
,152.15604166666662,12.295916666666667,Literature,SAGA_Leo_I,
,152.1527083333333,12.29738888888889,Literature,SAGA_Leo_I,
,152.02045833333332,12.29813888888889,Literature,SAGA_Leo_I,
,152.1198333333333,12.298638888888888,Literature,SAGA_Leo_I,
,152.11670833333332,12.298638888888888,Literature,SAGA_Leo_I,
,152.0078333333333,12.29875,Literature,SAGA_Leo_I,
,152.16066666666663,12.29883888888889,Literature,SAGA_Leo_I,
,152.0842083333333,12.29888888888889,Literature,SAGA_Leo_I,
,152.11316666666664,12.299111111111111,Literature,SAGA_Leo_I,
,152.09499999999997,12.299972222222221,Literature,SAGA_Leo_I,
,152.20770833333333,12.300222222222223,Literature,SAGA_Leo_I,
,152.12954166666663,12.300722222222223,Literature,SAGA_Leo_I,
,152.15354166666663,12.300361111111112,Literature,SAGA_Leo_I,
,152.1233333333333,12.302083333333334,Literature,SAGA_Leo_I,
,152.13591666666665,12.3025,Literature,SAGA_Leo_I,
,152.12533333333332,12.303500000000001,Literature,SAGA_Leo_I,
,152.11683333333332,12.30353888888889,Literature,SAGA_Leo_I,
,152.16429166666663,12.303027777777778,Literature,SAGA_Leo_I,
,152.21474999999995,12.30388888888889,Literature,SAGA_Leo_I,
,152.2507083333333,12.305861111111112,Literature,SAGA_Leo_I,
,152.11699999999996,12.306208333333334,Literature,SAGA_Leo_I,
,152.139875,12.30713888888889,Literature,SAGA_Leo_I,
,152.1640833333333,12.30728888888889,Literature,SAGA_Leo_I,
,152.1014583333333,12.307611111111111,Literature,SAGA_Leo_I,
,152.0707083333333,12.307861111111112,Literature,SAGA_Leo_I,
,152.13666666666663,12.30952777777778,Literature,SAGA_Leo_I,
,152.12954166666663,12.309944444444445,Literature,SAGA_Leo_I,
,152.13391666666664,12.310694444444445,Literature,SAGA_Leo_I,
,152.13212499999997,12.310722222222223,Literature,SAGA_Leo_I,
,152.17466666666664,12.310972222222222,Literature,SAGA_Leo_I,
,152.1647083333333,12.311627777777778,Literature,SAGA_Leo_I,
,152.13304166666666,12.31163888888889,Literature,SAGA_Leo_I,
,152.12024999999997,12.311166666666667,Literature,SAGA_Leo_I,
,152.29404166666666,12.312186111111112,Literature,SAGA_Leo_I,
,151.98945833333332,12.313430555555556,Literature,SAGA_Leo_I,
,152.13174999999998,12.313972222222223,Literature,SAGA_Leo_I,
,152.11849999999995,12.313638888888889,Literature,SAGA_Leo_I,
,152.16104166666665,12.314388888888889,Literature,SAGA_Leo_I,
,152.16737499999996,12.314527777777778,Literature,SAGA_Leo_I,
,152.14433333333332,12.315611111111112,Literature,SAGA_Leo_I,
,152.02179166666664,12.316466666666667,Literature,SAGA_Leo_I,
,152.0642083333333,12.317055555555555,Literature,SAGA_Leo_I,
,152.14191666666665,12.317319444444443,Literature,SAGA_Leo_I,
,152.30204166666667,12.317883333333333,Literature,SAGA_Leo_I,
,152.07845833333332,12.317916666666667,Literature,SAGA_Leo_I,
,152.11899999999997,12.318888888888889,Literature,SAGA_Leo_I,
,151.90925,12.31935,Literature,SAGA_Leo_I,
,152.081125,12.31936111111111,Literature,SAGA_Leo_I,
,152.01349999999996,12.319722222222222,Literature,SAGA_Leo_I,
,152.1103333333333,12.319749999999999,Literature,SAGA_Leo_I,
,152.15104166666663,12.320027777777778,Literature,SAGA_Leo_I,
,152.08979166666666,12.32025,Literature,SAGA_Leo_I,
,152.12441666666666,12.320722222222223,Literature,SAGA_Leo_I,
,152.16274999999996,12.321138888888889,Literature,SAGA_Leo_I,
,151.90608333333333,12.321622222222222,Literature,SAGA_Leo_I,
,152.11879166666665,12.321769444444444,Literature,SAGA_Leo_I,
,152.085875,12.322472222222222,Literature,SAGA_Leo_I,
,152.06691666666663,12.322944444444444,Literature,SAGA_Leo_I,
,152.03341666666665,12.323416666666667,Literature,SAGA_Leo_I,
,152.12104166666666,12.323919444444444,Literature,SAGA_Leo_I,
,152.1647083333333,12.323938888888888,Literature,SAGA_Leo_I,
,151.91033333333334,12.324161111111112,Literature,SAGA_Leo_I,
,152.12037499999997,12.324388888888889,Literature,SAGA_Leo_I,
,152.09112499999995,12.325888888888889,Literature,SAGA_Leo_I,
,152.15704166666663,12.326297222222221,Literature,SAGA_Leo_I,
,152.01658333333333,12.328211111111111,Literature,SAGA_Leo_I,
,152.2015833333333,12.328888888888889,Literature,SAGA_Leo_I,
,152.12329166666663,12.32836111111111,Literature,SAGA_Leo_I,
,152.15699999999995,12.330444444444444,Literature,SAGA_Leo_I,
,152.07841666666664,12.330805555555555,Literature,SAGA_Leo_I,
,152.0769583333333,12.33086111111111,Literature,SAGA_Leo_I,
,152.28124999999997,12.331075,Literature,SAGA_Leo_I,
,152.08891666666665,12.331277777777778,Literature,SAGA_Leo_I,
,151.9477083333333,12.331533333333333,Literature,SAGA_Leo_I,
,152.0335833333333,12.331555555555555,Literature,SAGA_Leo_I,
,152.1550833333333,12.334627777777778,Literature,SAGA_Leo_I,
,152.14358333333328,12.33513888888889,Literature,SAGA_Leo_I,
,152.30049999999997,12.335902777777779,Literature,SAGA_Leo_I,
,152.27374999999998,12.336608333333334,Literature,SAGA_Leo_I,
,152.15537499999996,12.336666666666668,Literature,SAGA_Leo_I,
,152.01349999999996,12.338244444444445,Literature,SAGA_Leo_I,
,152.2179583333333,12.339158333333334,Literature,SAGA_Leo_I,
,152.1304583333333,12.339416666666667,Literature,SAGA_Leo_I,
,152.0163333333333,12.340786111111111,Literature,SAGA_Leo_I,
,152.20141666666666,12.341583333333334,Literature,SAGA_Leo_I,
,152.1185833333333,12.340583333333335,Literature,SAGA_Leo_I,
,152.1199583333333,12.342666666666668,Literature,SAGA_Leo_I,
,151.996875,12.343305555555556,Literature,SAGA_Leo_I,
,152.22366666666665,12.343977777777779,Literature,SAGA_Leo_I,
,152.26954166666664,12.345447222222223,Literature,SAGA_Leo_I,
,151.94804166666665,12.345691666666667,Literature,SAGA_Leo_I,
,152.0414583333333,12.346111111111112,Literature,SAGA_Leo_I,
,152.07975,12.346833333333334,Literature,SAGA_Leo_I,
,152.00737499999997,12.348694444444446,Literature,SAGA_Leo_I,
,151.94404166666666,12.348816666666668,Literature,SAGA_Leo_I,
,152.24420833333332,12.35045,Literature,SAGA_Leo_I,
,152.10724999999996,12.350527777777778,Literature,SAGA_Leo_I,
,152.14774999999997,12.351519444444444,Literature,SAGA_Leo_I,
,152.005125,12.355441666666666,Literature,SAGA_Leo_I,
,152.33149999999998,12.35611111111111,Literature,SAGA_Leo_I,
,152.14354166666664,12.356388888888889,Literature,SAGA_Leo_I,
,152.2035833333333,12.35761111111111,Literature,SAGA_Leo_I,
,151.91725,12.358944444444445,Literature,SAGA_Leo_I,
,152.14670833333332,12.359227777777777,Literature,SAGA_Leo_I,
,152.26504166666666,12.359688888888888,Literature,SAGA_Leo_I,
,152.09249999999997,12.360888888888889,Literature,SAGA_Leo_I,
,152.13049999999996,12.361619444444445,Literature,SAGA_Leo_I,
,152.17445833333332,12.363488888888888,Literature,SAGA_Leo_I,
,152.13124999999997,12.363638888888888,Literature,SAGA_Leo_I,
,152.03041666666664,12.363758333333333,Literature,SAGA_Leo_I,
,152.11729166666666,12.365997222222221,Literature,SAGA_Leo_I,
,152.33083333333332,12.366027777777777,Literature,SAGA_Leo_I,
,152.35287499999998,12.368297222222223,Literature,SAGA_Leo_I,
,152.22604166666665,12.3696,Literature,SAGA_Leo_I,
,151.87516666666667,12.372347222222222,Literature,SAGA_Leo_I,
,152.23941666666664,12.37483888888889,Literature,SAGA_Leo_I,
,152.1328333333333,12.375250000000001,Literature,SAGA_Leo_I,
,152.01304166666662,12.375827777777777,Literature,SAGA_Leo_I,
,152.09362499999997,12.37775,Literature,SAGA_Leo_I,
,151.90420833333332,12.378583333333333,Literature,SAGA_Leo_I,
,152.21870833333332,12.38043888888889,Literature,SAGA_Leo_I,
,151.92720833333334,12.380625,Literature,SAGA_Leo_I,
,152.23249999999996,12.38305,Literature,SAGA_Leo_I,
,152.00641666666664,12.385036111111111,Literature,SAGA_Leo_I,
,152.2868333333333,12.385827777777777,Literature,SAGA_Leo_I,
,152.24704166666663,12.386438888888888,Literature,SAGA_Leo_I,
,152.14191666666665,12.387972222222222,Literature,SAGA_Leo_I,
,152.21629166666665,12.392838888888889,Literature,SAGA_Leo_I,
,152.0330833333333,12.396669444444443,Literature,SAGA_Leo_I,
,152.01333333333332,12.400583333333334,Literature,SAGA_Leo_I,
,151.94295833333334,12.404297222222223,Literature,SAGA_Leo_I,
,152.28829166666665,12.40535,Literature,SAGA_Leo_I,
,152.28604166666665,12.405933333333333,Literature,SAGA_Leo_I,
,152.26595833333332,12.41515,Literature,SAGA_Leo_I,
,151.99849999999998,12.417024999999999,Literature,SAGA_Leo_I,
,151.99224999999998,12.44181388888889,Literature,SAGA_Leo_I,
,152.1184583333333,12.265027777777778,Literature,SAGA_Leo_I,
,152.068625,12.266527777777778,Literature,SAGA_Leo_I,
,152.1517083333333,12.267277777777778,Literature,SAGA_Leo_I,
,152.07324999999997,12.271027777777778,Literature,SAGA_Leo_I,
,152.0150833333333,12.279555555555556,Literature,SAGA_Leo_I,
,152.13566666666665,12.281916666666667,Literature,SAGA_Leo_I,
,152.03662499999996,12.284972222222223,Literature,SAGA_Leo_I,
,152.2059583333333,12.287194444444445,Literature,SAGA_Leo_I,
,152.14541666666662,12.288277777777777,Literature,SAGA_Leo_I,
,152.23116666666664,12.289166666666667,Literature,SAGA_Leo_I,
,152.04924999999997,12.2915,Literature,SAGA_Leo_I,
,152.12433333333328,12.292111111111112,Literature,SAGA_Leo_I,
,152.0312083333333,12.292861111111112,Literature,SAGA_Leo_I,
,152.06416666666664,12.293972222222223,Literature,SAGA_Leo_I,
,152.19316666666663,12.294805555555556,Literature,SAGA_Leo_I,
,152.08541666666665,12.295833333333333,Literature,SAGA_Leo_I,
,151.98258333333334,12.298388888888889,Literature,SAGA_Leo_I,
,152.18841666666665,12.299305555555556,Literature,SAGA_Leo_I,
,152.16074999999998,12.305833333333334,Literature,SAGA_Leo_I,
,152.23574999999997,12.306222222222223,Literature,SAGA_Leo_I,
,152.1452083333333,12.306277777777778,Literature,SAGA_Leo_I,
,152.06649999999996,12.307027777777778,Literature,SAGA_Leo_I,
,151.98866666666666,12.307250000000002,Literature,SAGA_Leo_I,
,152.1837083333333,12.308055555555557,Literature,SAGA_Leo_I,
,152.19945833333333,12.308305555555556,Literature,SAGA_Leo_I,
,152.15004166666665,12.309055555555556,Literature,SAGA_Leo_I,
,151.99733333333333,12.309916666666668,Literature,SAGA_Leo_I,
,152.24462499999996,12.310111111111112,Literature,SAGA_Leo_I,
,152.21562499999996,12.312416666666667,Literature,SAGA_Leo_I,
,152.0842083333333,12.312944444444446,Literature,SAGA_Leo_I,
,152.14062499999997,12.313055555555556,Literature,SAGA_Leo_I,
,152.10091666666665,12.314805555555557,Literature,SAGA_Leo_I,
,152.1690833333333,12.317416666666666,Literature,SAGA_Leo_I,
,152.12775,12.324972222222222,Literature,SAGA_Leo_I,
,152.08799999999997,12.328666666666667,Literature,SAGA_Leo_I,
,152.16416666666663,12.334916666666667,Literature,SAGA_Leo_I,
,152.055625,12.337166666666667,Literature,SAGA_Leo_I,
,152.09237499999998,12.337472222222223,Literature,SAGA_Leo_I,
,152.0622083333333,12.345444444444444,Literature,SAGA_Leo_I,
,152.07583333333332,12.34838888888889,Literature,SAGA_Leo_I,
,152.17454166666664,12.146888888888888,Literature,SAGA_Leo_I,
,152.18579166666663,12.17611111111111,Literature,SAGA_Leo_I,
,152.1799583333333,12.178083333333333,Literature,SAGA_Leo_I,
,152.14512499999998,12.183222222222222,Literature,SAGA_Leo_I,
,152.1378333333333,12.187416666666667,Literature,SAGA_Leo_I,
,152.06391666666664,12.19,Literature,SAGA_Leo_I,
,151.91083333333333,12.191305555555555,Literature,SAGA_Leo_I,
,152.12237499999998,12.2015,Literature,SAGA_Leo_I,
,152.12258333333332,12.203777777777777,Literature,SAGA_Leo_I,
,152.15791666666664,12.203861111111111,Literature,SAGA_Leo_I,
,152.1212083333333,12.209027777777777,Literature,SAGA_Leo_I,
,152.07924999999997,12.210333333333333,Literature,SAGA_Leo_I,
,152.15549999999996,12.210472222222222,Literature,SAGA_Leo_I,
,152.07133333333329,12.210805555555554,Literature,SAGA_Leo_I,
,152.172125,12.213249999999999,Literature,SAGA_Leo_I,
,152.09004166666662,12.214222222222222,Literature,SAGA_Leo_I,
,152.1859583333333,12.217333333333334,Literature,SAGA_Leo_I,
,151.92058333333333,12.217666666666666,Literature,SAGA_Leo_I,
,152.1292083333333,12.218416666666666,Literature,SAGA_Leo_I,
,152.03158333333332,12.220472222222222,Literature,SAGA_Leo_I,
,152.06491666666665,12.220833333333333,Literature,SAGA_Leo_I,
,152.0987083333333,12.22175,Literature,SAGA_Leo_I,
,152.1598333333333,12.22236111111111,Literature,SAGA_Leo_I,
,152.1573333333333,12.224111111111112,Literature,SAGA_Leo_I,
,152.11491666666663,12.226555555555557,Literature,SAGA_Leo_I,
,152.15112499999998,12.22861111111111,Literature,SAGA_Leo_I,
,152.12441666666666,12.229083333333334,Literature,SAGA_Leo_I,
,152.01691666666665,12.22963888888889,Literature,SAGA_Leo_I,
,152.09387499999997,12.231777777777777,Literature,SAGA_Leo_I,
,152.0803333333333,12.232138888888889,Literature,SAGA_Leo_I,
,152.12875,12.232416666666667,Literature,SAGA_Leo_I,
,152.07074999999998,12.232611111111112,Literature,SAGA_Leo_I,
,152.1010833333333,12.2335,Literature,SAGA_Leo_I,
,152.23129166666666,12.233777777777776,Literature,SAGA_Leo_I,
,152.15779166666664,12.234666666666666,Literature,SAGA_Leo_I,
,152.12266666666665,12.234888888888888,Literature,SAGA_Leo_I,
,152.11104166666664,12.234944444444444,Literature,SAGA_Leo_I,
,152.11283333333333,12.235138888888889,Literature,SAGA_Leo_I,
,152.13266666666664,12.235583333333333,Literature,SAGA_Leo_I,
,151.925625,12.236083333333333,Literature,SAGA_Leo_I,
,152.06399999999996,12.236777777777776,Literature,SAGA_Leo_I,
,152.135125,12.23786111111111,Literature,SAGA_Leo_I,
,152.0845833333333,12.238694444444443,Literature,SAGA_Leo_I,
,152.14012499999995,12.239333333333333,Literature,SAGA_Leo_I,
,152.13849999999996,12.239805555555554,Literature,SAGA_Leo_I,
,152.0939583333333,12.23986111111111,Literature,SAGA_Leo_I,
,152.16541666666666,12.24036111111111,Literature,SAGA_Leo_I,
,152.22012499999997,12.240444444444444,Literature,SAGA_Leo_I,
,152.17354166666664,12.241444444444443,Literature,SAGA_Leo_I,
,152.17241666666663,12.241777777777777,Literature,SAGA_Leo_I,
,152.09474999999998,12.24186111111111,Literature,SAGA_Leo_I,
,152.12979166666665,12.242388888888888,Literature,SAGA_Leo_I,
,152.14320833333332,12.24472222222222,Literature,SAGA_Leo_I,
,152.1998333333333,12.245166666666666,Literature,SAGA_Leo_I,
,152.19354166666665,12.245333333333333,Literature,SAGA_Leo_I,
,152.06104166666665,12.246277777777777,Literature,SAGA_Leo_I,
,152.083,12.246916666666666,Literature,SAGA_Leo_I,
,152.06641666666664,12.24711111111111,Literature,SAGA_Leo_I,
,152.108625,12.247666666666666,Literature,SAGA_Leo_I,
,152.2112083333333,12.248249999999999,Literature,SAGA_Leo_I,
,152.021875,12.248444444444443,Literature,SAGA_Leo_I,
,152.11391666666665,12.248694444444444,Literature,SAGA_Leo_I,
,152.0148333333333,12.249944444444443,Literature,SAGA_Leo_I,
,152.0318333333333,12.25,Literature,SAGA_Leo_I,
,152.04754166666663,12.250083333333333,Literature,SAGA_Leo_I,
,152.11295833333332,12.250472222222223,Literature,SAGA_Leo_I,
,152.12516666666664,12.25238888888889,Literature,SAGA_Leo_I,
,152.17545833333332,12.252472222222222,Literature,SAGA_Leo_I,
,152.09691666666663,12.252527777777777,Literature,SAGA_Leo_I,
,152.09074999999999,12.2535,Literature,SAGA_Leo_I,
,152.06124999999997,12.253527777777778,Literature,SAGA_Leo_I,
,152.02887499999997,12.253638888888888,Literature,SAGA_Leo_I,
,152.16524999999996,12.253777777777778,Literature,SAGA_Leo_I,
,152.14141666666663,12.254,Literature,SAGA_Leo_I,
,151.993375,12.254194444444444,Literature,SAGA_Leo_I,
,152.0627083333333,12.254722222222222,Literature,SAGA_Leo_I,
,152.05912499999997,12.254777777777777,Literature,SAGA_Leo_I,
,152.06687499999998,12.254777777777777,Literature,SAGA_Leo_I,
,152.099125,12.25538888888889,Literature,SAGA_Leo_I,
,152.02849999999995,12.255555555555556,Literature,SAGA_Leo_I,
,152.16245833333332,12.255583333333334,Literature,SAGA_Leo_I,
,152.22129166666664,12.255583333333334,Literature,SAGA_Leo_I,
,152.13845833333332,12.25586111111111,Literature,SAGA_Leo_I,
,152.15624999999997,12.256083333333333,Literature,SAGA_Leo_I,
,152.0343333333333,12.2565,Literature,SAGA_Leo_I,
,152.0929583333333,12.256555555555556,Literature,SAGA_Leo_I,
,152.11449999999996,12.256805555555555,Literature,SAGA_Leo_I,
,152.20108333333332,12.256805555555555,Literature,SAGA_Leo_I,
,152.06087499999998,12.256944444444445,Literature,SAGA_Leo_I,
,152.07637499999998,12.257305555555556,Literature,SAGA_Leo_I,
,152.10574999999997,12.257388888888888,Literature,SAGA_Leo_I,
,152.14829166666664,12.25763888888889,Literature,SAGA_Leo_I,
,152.0335833333333,12.258444444444445,Literature,SAGA_Leo_I,
,152.03404166666664,12.259333333333334,Literature,SAGA_Leo_I,
,152.04524999999998,12.259444444444444,Literature,SAGA_Leo_I,
,152.17462499999996,12.259611111111111,Literature,SAGA_Leo_I,
,152.1015,12.259972222222222,Literature,SAGA_Leo_I,
,152.15837499999998,12.260111111111112,Literature,SAGA_Leo_I,
,152.00979166666662,12.260166666666667,Literature,SAGA_Leo_I,
,152.06699999999998,12.260333333333334,Literature,SAGA_Leo_I,
,152.2275,12.260472222222223,Literature,SAGA_Leo_I,
,152.13654166666666,12.26061111111111,Literature,SAGA_Leo_I,
,152.14466666666664,12.26063888888889,Literature,SAGA_Leo_I,
,152.253375,12.260805555555555,Literature,SAGA_Leo_I,
,152.03716666666662,12.260916666666667,Literature,SAGA_Leo_I,
,152.10754166666666,12.261138888888889,Literature,SAGA_Leo_I,
,152.05587499999996,12.26125,Literature,SAGA_Leo_I,
,152.10029166666664,12.26125,Literature,SAGA_Leo_I,
,152.14024999999998,12.26136111111111,Literature,SAGA_Leo_I,
,152.1317083333333,12.261666666666667,Literature,SAGA_Leo_I,
,152.2265,12.261722222222222,Literature,SAGA_Leo_I,
,152.2134583333333,12.261777777777779,Literature,SAGA_Leo_I,
,152.24320833333329,12.262333333333334,Literature,SAGA_Leo_I,
,152.1598333333333,12.26238888888889,Literature,SAGA_Leo_I,
,152.17204166666664,12.262416666666667,Literature,SAGA_Leo_I,
,152.2112083333333,12.262555555555556,Literature,SAGA_Leo_I,
,152.04595833333332,12.262638888888889,Literature,SAGA_Leo_I,
,152.1375833333333,12.263361111111111,Literature,SAGA_Leo_I,
,152.12966666666665,12.263583333333333,Literature,SAGA_Leo_I,
,152.05141666666665,12.264027777777779,Literature,SAGA_Leo_I,
,152.14954166666664,12.264194444444444,Literature,SAGA_Leo_I,
,152.1055833333333,12.264472222222222,Literature,SAGA_Leo_I,
,152.10662499999998,12.264888888888889,Literature,SAGA_Leo_I,
,152.09695833333333,12.264972222222223,Literature,SAGA_Leo_I,
,152.0813333333333,12.265,Literature,SAGA_Leo_I,
,152.15395833333332,12.265944444444445,Literature,SAGA_Leo_I,
,152.19487499999997,12.266055555555555,Literature,SAGA_Leo_I,
,152.15387499999997,12.266722222222223,Literature,SAGA_Leo_I,
,152.18916666666664,12.26725,Literature,SAGA_Leo_I,
,152.1078333333333,12.267416666666668,Literature,SAGA_Leo_I,
,152.05704166666666,12.26752777777778,Literature,SAGA_Leo_I,
,152.17179166666665,12.26752777777778,Literature,SAGA_Leo_I,
,152.04229166666664,12.267583333333334,Literature,SAGA_Leo_I,
,152.16341666666665,12.267611111111112,Literature,SAGA_Leo_I,
,152.1180833333333,12.267888888888889,Literature,SAGA_Leo_I,
,152.08912499999997,12.268361111111112,Literature,SAGA_Leo_I,
,152.1402083333333,12.268638888888889,Literature,SAGA_Leo_I,
,152.06616666666665,12.26875,Literature,SAGA_Leo_I,
,152.03104166666665,12.269055555555557,Literature,SAGA_Leo_I,
,152.20462499999996,12.269194444444445,Literature,SAGA_Leo_I,
,152.16574999999997,12.269222222222224,Literature,SAGA_Leo_I,
,152.19708333333332,12.269805555555557,Literature,SAGA_Leo_I,
,152.0883333333333,12.270055555555556,Literature,SAGA_Leo_I,
,152.00816666666663,12.270083333333334,Literature,SAGA_Leo_I,
,152.12991666666665,12.270138888888889,Literature,SAGA_Leo_I,
,152.19024999999996,12.2705,Literature,SAGA_Leo_I,
,152.09137499999997,12.270583333333335,Literature,SAGA_Leo_I,
,152.0318333333333,12.270722222222224,Literature,SAGA_Leo_I,
,152.1964583333333,12.270833333333334,Literature,SAGA_Leo_I,
,152.0994583333333,12.27125,Literature,SAGA_Leo_I,
,152.24366666666663,12.271527777777779,Literature,SAGA_Leo_I,
,151.94358333333332,12.272416666666668,Literature,SAGA_Leo_I,
,152.25429166666663,12.272861111111112,Literature,SAGA_Leo_I,
,152.12166666666664,12.273333333333333,Literature,SAGA_Leo_I,
,152.1412083333333,12.273611111111112,Literature,SAGA_Leo_I,
,152.11962499999998,12.273750000000001,Literature,SAGA_Leo_I,
,152.071,12.274083333333333,Literature,SAGA_Leo_I,
,152.02670833333332,12.27413888888889,Literature,SAGA_Leo_I,
,152.03587499999998,12.274305555555557,Literature,SAGA_Leo_I,
,152.13358333333332,12.274333333333335,Literature,SAGA_Leo_I,
,152.15479166666665,12.274361111111112,Literature,SAGA_Leo_I,
,152.19741666666664,12.274555555555557,Literature,SAGA_Leo_I,
,152.11741666666663,12.274611111111112,Literature,SAGA_Leo_I,
,152.14774999999997,12.275111111111112,Literature,SAGA_Leo_I,
,152.05512499999998,12.275277777777779,Literature,SAGA_Leo_I,
,152.2049583333333,12.275666666666668,Literature,SAGA_Leo_I,
,152.16970833333332,12.276027777777779,Literature,SAGA_Leo_I,
,152.183125,12.276055555555557,Literature,SAGA_Leo_I,
,152.17279166666663,12.276111111111112,Literature,SAGA_Leo_I,
,152.2025833333333,12.27613888888889,Literature,SAGA_Leo_I,
,152.11862499999998,12.276416666666668,Literature,SAGA_Leo_I,
